GA_LH_000001	Orbis sensualium pictus. Den gandske Verden fuld af de Ting som kand sees og sandses afmaled	Bøker	Illustrerte	Bøker	1550-1750	1	Sikker	1686		Sikker	København	Danmark	Europa	Comenius, Johann Amos	10.5	15.6			Trykk på papir, innbundet.		Magasinet	Reol A1	Hylle 2	Venstre, i kasse			København: 1686. Illustrert lærebok for barn. Illustrasjoner i xylografi. Tekst på latin, tysk og dansk.	Lysten og hemmeligheten, lærebøker, 1600-1699	"Lysten og hemmeligheten", G.G., Pax forlag, 2004.
GA_LH_000002	Har Dyrene Sjæl?	Bøker	Bildebøker			1	Sikker	1915		Sikker	Oslo	Norge	Europa	Kittelsen, Theodor	20.9	25.8			Trykk på papir, innbundet.		Magasinet	Reol A2	Hylle 3	Venstre			Kristiania: Gyldendalske Boghandel, Nordisk Forlag, 1915. 2. utgave. 20 fargelitografier med illustrasjoner av Theodor Kittelsen.	Lysten og hemmeligheten, barnebøker, 1910-1919	"Lysten og hemmeligheten", G.G., Pax forlag, 2004.
GA_LH_000003	Den hemmelighedsfulde ø	Bøker	Skjønnlitteratur	Bøker	Illustrerte	2	Sikker	1903		Sikker	København	Danmark	Europa	Verne, Jules	15.8	22.9			Trykk på papir, innbundet.		Magasinet	Reol A2	Hylle 3	Venstre			København: Det Nordiske Forlag, 1903. Dansk oversettelse (orig. tittel:  "L'ile mysterieuse"). 	Lysten og hemmeligheten, 1900-1909	"Lysten og hemmeligheten", G.G., Pax forlag, 2004.
GA_LH_000004_A	Privat fotoalbum fra 2. verdenskrig. Del 1	Foto/film	Fotoalbum			1	Sikker	1940	1945	Sikker		Norge	Europa	Kamrath-Lied, R.	22.3	24.5			Fotografi montert på kartong, innbundet.		Magasinet	Reol A2	Hylle 3	Venstre			Oslo 1940-1945. Amatørfotografier fra 2. verdenskrig. Montert i fotoalbum med håndskrevet bildetekst. Løse vedlegg: fanzine, "Og så kom freden og friheten".	Lysten og hemmeligheten, ARKIV, krig, amatørfoto, 1940-1949	"Lysten og hemmeligheten", G.G., Pax forlag, 2004.
GA_LH_000004_B	Privat fotoalbum fra 2. verdenskrig. Del 2	Foto/film	Fotoalbum			1	Sikker	1940	1945	Sikker		Norge	Europa	Kamrath-Lied, R.	22.3	24.5			Fotografi montert på kartong, innbundet.		Magasinet	Reol A2	Hylle 3	Venstre			Oslo 1940-1945. Amatørfotografier fra 2. verdenskrig. Montert i fotoalbum med håndskrevet bildetekst. 	Lysten og hemmeligheten, krig, amatørfoto, 1940-1949	"Lysten og hemmeligheten", G.G., Pax forlag, 2004.
GA_LH_000005_A	Eventyrbog for børn (rød)	Bøker	Illustrerte			1	Sikker	1883		Sikker	København	Danmark	Europa	Asbjørnsen, Peter Christen & Moe, Jørgen	14.3	20			Trykk på papir, innbundet.		Magasinet	Reol A1	Hylle 2	Venstre, i kasse			København: Gyldendalske Boghandels Forlag, 1883. Illustrasjoner av Erik Werenskiold og Theodor Kittelsen. Reproduksjon i xylografi av Rasmus Fredrik Hendriksen.	Lysten og hemmeligheten, eventyr, 1800-1899	"Lysten og hemmeligheten", G.G., Pax forlag, 2004.
GA_LH_000005_B	Eventyrbog for børn (svart)	Bøker	Illustrerte			2	Sikker	1883		Sikker	København	Danmark	Europa	Asbjørnsen, Peter Christen & Moe, Jørgen	14.3	20			Trykk på papir, innbundet.		Magasinet	Reol A1	Hylle 2	Venstre, i kasse	Dublett		København: Gyldendalske Boghandels Forlag, 1883. Illustrasjoner av Erik Werenskiold og Theodor Kittelsen. Reproduksjon i xylografi av Rasmus Fredrik Hendriksen.	Lysten og hemmeligheten, eventyr, 1800-1899	"Lysten og hemmeligheten", G.G., Pax forlag, 2004.
GA_LH_000006	ABC	Bøker	Bildebøker			1	Sikker	1938		Sikker	Oslo	Norge	Europa	Rumohr, Marianne & Hanno, Carl von	18.2	22.8			Trykk på papir, innbundet.		Magasinet	Reol A2	Hylle 3	Midten			Oslo: Johan Grundt Tanum, 1938. Illustrert lærebok for barn. Tekst av Marianne Rumohr. Illustrert av Carl von Hanno.	Lysten og hemmeligheten, lærebøker, barnebøker, alfabet, 1930-1939	"Lysten og hemmeligheten", G.G., Pax forlag, 2004.
GA_LH_000007	Atuagagdliutit. 1. årgang. Nr. 1-4	Bøker	Grønland	Minoritetskulturer	Inuitt	2	Sikker	1861		Sikker	Nuuk 	Grønland	Europa	Bertelsen, Rasmus (red.)	21	26.5			Trykk på papir, innbundet.		Magasinet	Reol A2	Hylle 3	Venstre			Godthaab: L. Möller, 1861. 1. årgang, nr. 1-4. Illustrasjoner i originalgrafikk.	Lysten og hemmeligheten, avis, originalgrafikk, 1800-1899	"Lysten og hemmeligheten", G.G., Pax forlag, 2004.
GA_LH_000008	Atuagagdliutit. 1864-65. Nr. 25-48	Bøker	Grønland	Minoritetskulturer	Inuitt	1	Sikker	1864	1865	Sikker	Nuuk 	Grønland	Europa	Berthelsen, Rasmus (red.)	21	26.5			Trykk på papir, innbundet.		Magasinet	Reol A2	Hylle 3	Venstre	Dublett finnes		Godthaab: L. Möller, 1864-65. Nr. 25-48. Illustrasjoner i originalgrafikk.	Lysten og hemmeligheten, originalgrafikk, 1800-1899	"Lysten og hemmeligheten", G.G., Pax forlag, 2004.
GA_LH_000009_A	Eskimoiske eventyr og sagn	Bøker	Grønland	Minoritetskulturer	Inuitt	1	Sikker	1866		Sikker	København	Danmark	Europa	Rink, Henrik J.	15	23			Trykk på papir, innbundet.		Magasinet	Reol A2	Hylle 3	Venstre			Kjøbenhavn: C.A. Reitzels bogtrykkeri, 1866. Fullstendig tittel: "Eskimoiske eventyr og sagn. Oversatte efter de indfødte fortællers opskrifter og meddelelser ". Illustrert med originale tresnitt, tegnet og skåret av grønlendere. Fotomontasje av Lars Möller. Løse vedlegg: grafisk blad i tresnitt.	Lysten og hemmeligheten, ARKIV, originalgrafikk, 1800-1899	"Lysten og hemmeligheten", G.G., Pax forlag, 2004.
GA_LH_000010	Grönlandske Folkesagn. Kaladlit okalluktualliait. Bind 4	Bøker	Grønland	Minoritetskulturer	Inuitt		Sikker	1863		Sikker	Nuuk 	Grønland	Europa	Rink, Henrik J.	13.4	20.8			Trykk på papir, innbundet.						IKKE merket	Korea	Godthaab: L. Møller, 1863. Noter: "Opskrevne og meddelte af Indfødte, med dansk Oversættelse, med Træsnit, tegnede og udskaarene af en Indfødt". Illustrasjoner i tresnitt. Tekst på grønlandsk og dansk.	Lysten og hemmeligheten, originalgrafikk, 1800-1899	"Lysten og hemmeligheten", G.G., Pax forlag, 2004.
GA_LH_000011	Held og hasard. Dolk og guitar	Bøker	Artist's books			1	Sikker	1952		Sikker	Silkeborg	Danmark	Europa	Jorn, Asger	19.2	26			Trykk på papir, innbundet.		Magasinet	Reol A2	Hylle 3	Midten			Silkeborg: Privattryk, 1952. Nr. 21 av 25 nummererte og signerte eksemplarer. Illustrasjoner i linoleumssnitt, håndtrykket på imitert bøttepapir. Trykket i tre opplag med ulike papirkvaliteter, i henholdsvis 24, 64 og 25 eksemplarer. 	Lysten og hemmeligheten, originalgrafikk, 1950-1959	"Lysten og hemmeligheten", G.G., Pax forlag, 2004.
GA_LH_000012	La langue verte et la cuite	Bøker	Artist's books			0	Sikker	1968		Sikker	Paris	Frankrike	Europa	Jorn, Asger & Arnaud, Nöel	22.2	27.5			Trykk på papir, innbundet.		Magasinet	Reol A2	Hylle 2	Høyre			Paris: Jean-Jacques Pauvert, 1968. Fullstendig tittel: "La langue verte et la cuite. Étude gastrophonique sur la marmythologie musiculinaire". 	Lysten og hemmeligheten, 1960-1969	"Lysten og hemmeligheten", G.G., Pax forlag, 2004.
GA_LH_000009_B	Eskimoiske eventyr og sagn med supplement	Bøker	Grønland	Minoritetskulturer	Inuitt	1	Sikker	1871		Sikker	København	Danmark	Europa	Rink, Henrik J.	15	23			Trykk på papir, innbundet.		Magasinet	Reol A2	Hylle 3	Venstre			Kjøbenhavn: C.A. Reitzels bogtrykkeri, 1871. Fullstendig tittel: "Eskimoiske eventyr og sagn med supplement, indeholdende et tillæg om ekimoerne, deres kulturtrin og øvrige eiendommeligheternsamt formodede herkomst". 	Lysten og hemmeligheten, 1800-1899	"Lysten og hemmeligheten", G.G., Pax forlag, 2004.
GA_LH_000013	Historia de la Curación de Antigua de San Paolito Pahuatlan Pue	Bøker	Artist's books				Sikker	1978			San Pablito	Mexico	Sør-Amerika	Tellez, Alfonso García	14	18									IKKE merket	Korea	Mexico: Alfonso García Tellez, 1978. Håndskrevet tekst. Illustrasjoner i utskåret barkepapir.	Lysten og hemmeligheten, ARKIV,  leporello, utklipp, religiøse tekster, 1970-1979	"Lysten og hemmeligheten", G.G., Pax forlag, 2004.
GA_LH_000014_B	Gart der Gesundheit	Bøker	Inkunabler	Bøker	Illustrerte	1	Sikker	1485		Sikker	Mainz	Tyskland	Europa	Cube, Johannes von	19.3	26.5			Trykk på papir.		Magasinet	Reol A2	Hylle 1	Venstre, liggende			Mainz 1485. Trykket av Peter Schöffer, Mainz. Fire originale enkeltsider fra boka "Gart der Gesundheit". Tekst og illustrasjoner i tresnitt (blokktrykk). Inngår i plansjeverket "Der Buchholzschnitt im 15. Jahrhundert" (München: Weiss & Co, 1929).	Lysten og hemmeligheten, botanikk, 1400-1499	"Lysten og hemmeligheten", G.G., Pax forlag, 2004.
GA_LH_000015	XII. Caesarvm liber primvs. D. Ivlivs Caesar	Bøker	Inkunabler	Bøker	Typografiske	1	Sikker	1480		Sikker	Subiaco	Italia	Europa	Tranquillus, Gaius Suetonius	20.3	30.2			Trykk på papir, innbundet.		Magasinet	Reol A2	Hylle 2	Venstre			Subiaco 1480. 	Lysten og hemmeligheten, typografi, 1400-1499	"Lysten og hemmeligheten", G.G., Pax forlag, 2004.
GA_LH_000014_C	Weltchronik 	Bøker	Inkunabler	Bøker	Illustrerte	1	Sikker	1493		Sikker	Nürnberg	Tyskland	Europa	Schedel, Hartman	31.4	34.3			Trykk på papir.		Magasinet	Reol A2	Hylle 1	Venstre, liggende			Nürnberg 1493. Utgitt av trykker og forlegger Anton Koberger. To originale enkeltsider fra boka "Weltchronik". Tekst og illustrasjoner i tresnitt (blokktrykk). Inngår i plansjeverket "Der Buchholzschnitt im 15. Jahrhundert" (München: Weiss & Co, 1929).	Lysten og hemmeligheten, 1400-1499	"Lysten og hemmeligheten", G.G., Pax forlag, 2004.
GA_LH_000014_D	Geistliche Auslegung des Lebens Jesu Christi	Bøker	Inkunabler	Bøker	Illustrerte		Usikker	1485		Sikker	Ulm	Tyskland	Europa	Sachsen, Ludolf von	18.6	25.4			Trykk på papir.		Magasinet	Reol A2	Hylle 1	Venstre, liggende			Ulm: Johann Zainer, ca. 1485. Original enkeltside fra boka "Geistliche Auslegung des Lebens Jesu Christi". Tekst og illustrasjoner i tresnitt (blokktrykk). Inngår i plansjeverket "Der Buchholzschnitt im 15. Jahrhundert" (München: Weiss & Co, 1929). 	Lysten og hemmeligheten, 1400-1499	"Lysten og hemmeligheten", G.G., Pax forlag, 2004.
GA_LH_000014_E	Hortus sanitatis	Bøker	Inkunabler	Bøker	Illustrerte	1	Sikker	1491		Sikker	Mainz	Tyskland	Europa	Meydenbach, Jakob	19.8	29			Trykk på papir.		Magasinet	Reol A2	Hylle 1	Venstre, liggende			Mainz: Jakob Meydenbach, 1491. Original enkeltside fra boka "Hortus sanitatis". Tekst og illustrasjoner i tresnitt (blokktrykk). Inngår i plansjeverket "Der Buchholzschnitt im 15. Jahrhundert" (München: Weiss & Co, 1929).	Lysten og hemmeligheten, 1400-1499	"Lysten og hemmeligheten", G.G., Pax forlag, 2004.
GA_LH_000019	Della simmetria dei corpi hvmani, libri quattro	Bøker	Artist's books	Bøker	1550-1750	1	Sikker	1591		Sikker	Venezia	Italia	Europa	Dürer, Albrecht	22.8	31.9			Trykk på papir, innbundet.		Magasinet	Reol A2	Hylle 2	Venstre			Venezia: Presso Domenico Nicolini, 1591. Fullstendig tittel: "Di Alberto Dvrero pittore, e geometria chiarissimo. Della simmetria dei corpi humani, libri quattro".  Illustrasjoner i tresnitt.	Lysten og hemmeligheten, anatomi, lærebøker, 1500-1599	"Lysten og hemmeligheten", G.G., Pax forlag, 2004.
GA_LH_000020	Divina commedia	Bøker	1550-1750			1	Sikker	1578		Sikker	Venezia	Italia	Europa	Dante, Alighieri	22.8	32			Trykk på papir, innbundet.		Magasinet	Reol A2	Hylle 2	Venstre			Venezia: Appresso Giouambattista, Marchiò Sessa, et Fratelli, 1578. Fullstendig tittel: "Dante con l'espositione di Christoforo Landino, et di Alessandro Vellvtello, sopra la sua comedia dell' Inferno, del Purgatorio, & del Paradiso. Con tauole, argomenti, & allegorie, & riformato, riueduto, & ridotto alla sua uera lettura, per Francesco Sansovino fiorentino".  Illustrasjoner i tresnitt.	Lysten og hemmeligheten, 1500-1599	"Lysten og hemmeligheten", G.G., Pax forlag, 2004.
GA_LH_000021	Il Negromante	Bøker	1550-1750	Bøker	Illustrerte	1	Sikker	1553		Sikker	Venezia	Italia	Europa	Aristo, Ludovico	9	14.3			Trykk på papir, innbundet.		Magasinet	Reol A1	Hylle 2	Venstre, i kasse			Venezia 1553. Illustrasjoner i tresnitt.	Lysten og hemmeligheten, 1500-1599	"Lysten og hemmeligheten", G.G., Pax forlag, 2004.
GA_LH_000022	Indiæ Orientalis pars octava	Bøker	Illustrerte	Bøker	1550-1750	1	Sikker	1607		Sikker	Frankfurt	Tyskland	Europa	Dantiscano, M. Gotardo Arthvs	19.8	31			Trykk på papir, innbundet.		Magasinet	Reol A2	Hylle 2	Venstre			Frankfurt: Wolfgangi Richteri, 1607. Illustrasjoner i kobberstikk.	Lysten og hemmeligheten, latin, 1600-1699	"Lysten og hemmeligheten", G.G., Pax forlag, 2004.
GA_LH_000023	A Description of the Body of Man	Bøker	Illustrerte	Bøker	1550-1750	1	Sikker	1634		Sikker	London	Storbritania	Europa	Rhead, Alexander & Crooke, Helkiah & Paré, Ambroise 	12.5	19.3			Trykk på papir, innbundet.		Magasinet	Reol A1	Hylle 2	Venstre, i kasse			London: Printed for Michael Sparke, 1634. To deler med separat paginering. Del 1: "A Description of the Body of Man". Del 2: "An Explanation of the Fashion and Vse of three and fifty Instruments of Chirvrgery Gathered out of Ambrosius Pareus, the famous French Chirurgion". Illustrasjoner i tresnitt.	Lysten og hemmeligheten, ARKIV, vitenskap, anatomi, 1600-1699	"Lysten og hemmeligheten", G.G., Pax forlag, 2004.
GA_LH_000024	Historiae animalium liber de quadrupedibus et de avibus	Bøker	Illustrerte	Bøker	1550-1750	1	Sikker	1617		Sikker	Frankfurt	Tyskland	Europa	Gessner, Conrad	23	36.5			Trykk på papir.		Magasinet	Reol A2	Hylle 1	Venstre, liggende	IKKE merket		Frankfurt 1617. Bok om zoologi. Illustrasjoner i tresnitt. 	Lysten og hemmeligheten, 1600-1699	"Lysten og hemmeligheten", G.G., Pax forlag, 2004.
GA_LH_000025	The Book of Common Prayer	Bøker	Typografiske	Bøker	1550-1750	1	Sikker	1717		Sikker	London	Storbritannia	Europa	Den engelske kirke	12.5	20.8			Trykk på papir, innbundet.		Magasinet	Reol A1	Hylle 2	Venstre, i kasse			London: Den engelske kirke, 1717. Fullstendig tittel: "The Book of Common Prayer. Engraved and Printed by the Permission of Mr. John Baskett Printer to the King's most Exellent Majesty".  Tekst og illustrasjoner i kobberstikk.	Lysten og hemmeligheten, religiøse tekster, 1700-1799	"Lysten og hemmeligheten", G.G., Pax forlag, 2004.
GA_LH_000026	Fables 	Bøker	Illustrerte			1	Sikker	1793		Sikker	London	Storbritannia	Europa	Gay, John	16	27			Trykk på papir, innbundet.		Magasinet	Reol A2	Hylle 3	Midten			London: John Stockdale, 1793. Illustrasjoner i kobberstikk, derav 12 originaltrykk av William Blake.	Lysten og hemmeligheten, originalgrafikk, 1700-1799	"Lysten og hemmeligheten", G.G., Pax forlag, 2004.
GA_LH_000027	A Tour Through Sweden, Swedish-Lapland, Finland and Denmark	Bøker	Illustrerte	Bøker	Reise	1	Sikker	1789		Sikker	London	Storbritannia	Europa	Consett, Matthew	23	28			Trykk på papir, innbundet.		Magasinet	Reol A2	Hylle 3	Midten			London: 1789. Fullstendig tittel: "A Tour Through Sweden, Swedish-Lapland, Finland and Denmark. In a series of letters, illustrated with engravings". Med 7 kobberstikk og ett tresnitt av Thomas Bewick,.	Lysten og hemmeligheten, Lappland, 1700-1799	"Lysten og hemmeligheten", G.G., Pax forlag, 2004.
GA_LH_000028	History of British Birds	Bøker	Bewick, Thomas	Bøker	Illustrerte	1	Sikker	1804		Sikker	Newcastle	Storbritannia	Europa	Bewick, Thomas	15	23.6			Trykk på papir, innbundet.		Magasinet	Reol A2	Hylle 3	Midten			Newcastle:  T. Bewick, 1804. Bind 1.  Illustrasjoner i xylografi av Thomas Bewick. 	Lysten og hemmeligheten, naturhistorie, 1800-1899	"Lysten og hemmeligheten", G.G., Pax forlag, 2004.
GA_LH_000029	Figures of British Land Birds	Bøker	Bewick, Thomas	Bøker	Illustrerte	1	Sikker	1800		Sikker	Newcastle	Storbritannia	Europa	Bewick, Thomas	14.7	24.5			Trykk på papir, innbundet.		Magasinet	Reol A2	Hylle 3	Midten			Newcastle upon Tyne: R. Beilby og T. Bewick, 1800. Bind 1. Illustrasjoner i xylografi av Thomas Bewick. 	Lysten og hemmeligheten, naturhistorie, 1800-1899	"Lysten og hemmeligheten", G.G., Pax forlag, 2004.
GA_LH_000030	25 images de la passion d'un homme	Bøker	Bildebøker	Bøker	Masereel, Frans	0	Sikker	1918		Sikker	Genève	Sveits	Europa	Masereel, Frans	24	29.6			Tresnitt på papir.		Magasinet	Reol A1	Hylle 1	Høyre, liggende			Genève: Kunstnerens eget forlag, 1918. Bilderoman med originale tresnitt av Frans Masereel (25 pl.). Håndskrevet påskrift: "Exemplaire l'auteur". Ubundne sider i omslag.	Lysten og hemmeligheten, ARKIV, 1910-1919	"Lysten og hemmeligheten", G.G., Pax forlag, 2004.
GA_LH_000031	Mein Stundenbuch	Bøker	Bildebøker	Bøker	Masereel, Frans	1	Sikker	1927		Sikker	München	Tyskland	Europa	Masereel, Frans	11.9	15.5			Trykk på papir, innbundet.	Gave fra Albert Jærn til Ragnar Bjørnaraa 15/10/27.	Magasinet	Reol A1	Hylle 2	Venstre, i kasse			München: Kurt Wolff Verlag, 1927. Bilderoman med illustrasjoner av Frans Masereel. Håndskrevet påskrift: Til Ragnar Bjørnaraa, Fra Albert Jærn. 15/10/27.	Lysten og hemmeligheten, 1920-1929	"Lysten og hemmeligheten", G.G., Pax forlag, 2004.
GA_LH_000032	Mot Dag. Litterraturnummer	Magasiner	Andre				Sikker	1923		Sikker	Oslo	Norge	Europa	Hoel, Sigurd & Falk, Erling (red.)	19	26			Trykk på papir, innbundet.						IKKE merket		Kristiania 1923, 3. årgang, nr. 11. Tidsskriftet "Mot Dag"s litteraturnummer. Forsideillustrasjon av Frans Masereel. 	Lysten og hemmeligheten, 1920-1929	"Lysten og hemmeligheten", G.G., Pax forlag, 2004.
GA_LH_000033	Og så kom befrierne: utdrag av min dagbok gjennom fem år	Bøker	Artist's books			1	Sikker	1945		Sikker	Oslo	Norge	Europa	Jærn, Albert	21.9	29.6			Tresnitt, innbundet.		Magasinet	Reol A2	Hylle 2	Midten			Oslo: Reistad & Sønn, 17. mai 1945. Nr. 62. Utgitt i 200 nummererte og signerte eksemplarer. Med originale tresnitt av Albert Jærn (100 pl.) og et et stort antall mindre vignetter. 	Lysten og hemmeligheten, ARKIV, originalgrafikk, krig, 1940-1949	"Lysten og hemmeligheten", G.G., Pax forlag, 2004.
GA_LH_000034	Orfeus og Eurydike. Første del	Bøker	Bildebøker			0	Sikker	1959		Sikker	København	Danmark	Europa	Nielsen, Palle	32.7	43			Linoleumssnitt på papir, innbundet. 		Magasinet	Reol A1	Hylle 1	Høyre, liggende			København: Hans Reitzel, 1959. Første del. Bildebok med originale linoleumssnitt av Palle Nielsen (53 pl.). Løse vedlegg: to ubundne dobbeltsider med introduksjonstekst i engelsk oversettelse. Tilhørende futteral i papp.	Lysten og hemmeligheten, ARKIV, originalgrafikk, 1950-1959	"Lysten og hemmeligheten", G.G., Pax forlag, 2004.
GA_LH_000035	Om dette: Til henne og til meg	Bøker	Russisk avant-garde			1	Sikker	1923		Sikker	Moskva	Russland	Europa	Majakovskij, Vladimir	15.1	23			Trykk på papir, heftet.		Magasinet	Reol A2	Hylle 1	Høyre, i eget etui, liggende			Moskva: Gosudarstvennoe izdatel'stvo, 1923. Diktbok av Vladimir Majakovskij. Formgitt og illustrert av Aleksandr Rodtsjenko.	Lysten og hemmeligheten, 1920-1929	"Lysten og hemmeligheten", G.G., Pax forlag, 2004.
GA_LH_000036	Et spill i helvete	Bøker	Russisk avant-garde	Bøker	Artist's books	1	Sikker	1914		Sikker	St. Petersburg	Russland	Europa	Khlebnikov, Velimir & Krutsjenykh, Aleksej	13.3	18.1			Litografi på papir, heftet.		Magasinet	Reol A1	Hylle 2	Venstre, i kasse			St. Petersburg 1914. Diktbok av Velimir Khlebnikov og  Aleksej Krutsjenykh. Omslag av Kazimir Malevitsj. Illustrasjoner av Olga Rozanovas.	Lysten og hemmeligheten, ARKIV, 1920-1929	"Lysten og hemmeligheten", G.G., Pax forlag, 2004.
GA_LH_000037	For stemmen (Dlia golosa)	Bøker	Russisk avant-garde	Bøker	Artist's books	1	Sikker	1923		Sikker	Moskva	Russland	Europa	Majakovskij, Vladimir	13.4	18.8									IKKE merket	Korea	Moskva: Gosudarstvennoe izdatel'stvo, 1923. Diktbok av Vladimir Majakovskij. Formgitt og illustrert av El Lissitzky. 	Lysten og hemmeligheten, typografi, ARKIV, 1920-1929	"Lysten og hemmeligheten", G.G., Pax forlag, 2004.
GA_LH_000038	Poetens notater	Bøker	Russisk avant-garde			1	Sikker	1928		Sikker	Berlin	Tyskland	Europa	Selvinskij, Ilja	12.1	17			Trykk på papir, heftet.		Magasinet	Reol A1	Hylle 2	Venstre, i kasse			Berlin: Gosudarstvennoje izdatel'stvo, 1928. Diktbok av Ilja Selvinskij. Omslag og fotomontasje av El Lissitzky. 	Lysten og hemmeligheten, fotocollage, 1920-1929	"Lysten og hemmeligheten", G.G., Pax forlag, 2004.
GA_LH_000039_A	Russland: Die Rekonstruktion der Architektur in der Sowjetunion	Magasiner	Andre	Bøker	Russisk avant-garde	1	Sikker	1930		Sikker	Wien	Østerrike	Europa	Lissitzky, El (red.)	29	28.9			Trykk på papir, innbundet (oppr. heftet) .		Magasinet	Reol A2	Hylle 2	Høyre			Wien: Anton Schroll & Co, 1930. Hefte nr. 1 i serie om samtidsarkitektur, "Neues Bauen in der Welt". Omslag formgitt av El Lissitzky. Sammeninnbundet  med nr. 3 og nr.1 fra samme serie. 	Lysten og hemmeligheten, fotocollage, 1930-1939	"Lysten og hemmeligheten", G.G., Pax forlag, 2004.
GA_LH_000039_B	Amerika: Die Stilbildung des neuen Bauens in den Vereinigten Staaten	Magasiner	Andre	Bøker	Russisk avant-garde	1	Sikker	1930		Sikker	Wien	Østerrike	Europa	Neutra, Richard (red.)	29	28.9			Trykk på papir, innbundet (oppr. heftet) .		Magasinet	Reol A2	Hylle 2	Høyre			Wien: Anton Schroll & Co, 1930. Hefte nr. 2 i serie om samtidsarkitektur, "Neues Bauen in der Welt". Omslag formgitt av El Lissitzky. Sammeninnbundet  med nr. 3 og nr.1 fra samme serie. 	Lysten og hemmeligheten, fotocollage, 1930-1939	"Lysten og hemmeligheten", G.G., Pax forlag, 2004.
GA_LH_000039_C	Frankreich: Die Entwicklung der neuen Ideen nach Konstruktion und Form	Magasiner	Andre	Bøker	Russisk avant-garde	1	Sikker	1930		Sikker	Wien	Østerrike	Europa	Ginzburger, Roger (red.)	22.5	28.9			Trykk på papir, innbundet (oppr. heftet) .		Magasinet	Reol A2	Hylle 2	Høyre			Wien: Anton Schroll & Co, 1930. Hefte nr. 3 i serie om samtidsarkitektur, "Neues Bauen in der Welt". Omslag formgitt av El Lissitzky. Sammeninnbundet med nr. 2 og nr.1 fra samme serie. 	Lysten og hemmeligheten, fotocollage, 1930-1939	"Lysten og hemmeligheten", G.G., Pax forlag, 2004.
GA_LH_000041	Majakovskijs ungdom	Bøker	Russisk avant-garde			1	Sikker	1931		Sikker	Tbilisi	Georgia	Europa	Kamenskij, Vasilij	12	17			Trykk på papir, innbundet.		Magasinet	Reol A1	Hylle 2	Venstre, i kasse			Tbilisi: Zakkniga, 1931. Omslag formgitt av Bor R (Konstantin Ramenskij).	Lysten og hemmeligheten, ARKIV, 1930-1939	"Lysten og hemmeligheten", G.G., Pax forlag, 2004.
GA_LH_000042	USSR im Bau	Bøker	Russisk avant-garde	Magasiner	Andre	1	Sikker	1933		Sikker	Moskva	Russland	Europa	Pjatakov, Georgij (red.)	30.1	41.8			Trykk på papir, heftet.		Magasinet	Reol A1	Hylle 1	Høyre, liggende			Moskva: Vereinigung der Staatsverlage RSFSR, nr. 9, 1933. Omslag formgitt av El Lissitzky.	Lysten og hemmeligheten, fotocollage, typografi, 1930-1939	"Lysten og hemmeligheten", G.G., Pax forlag, 2004.
GA_LH_000043	Arkitektoniske fiksjoner	Bøker	Arkitektur	Bøker	Russisk avant-garde		Sikker	1933		Sikker	St Petersburg	Russland	Europa	Tsjernikov, Jakob 	20.5	30									IKKE merket	Korea	Leningrad: Meshdunarodnaja kniga, 1933.	Lysten og hemmeligheten, ARKIV, 1930-1939	"Lysten og hemmeligheten", G.G., Pax forlag, 2004.
GA_LH_000044	Varitéplakat	Plakater	Teaterplakater			1	Usikker	1890		Sikker		Norge	Europa	Eldorado Varité & Tønsbergs Bogtrykkeri	32.5	42			Boktrykk på rispapir.		Magasinet	Skyvevegg A		Midten	IKKE merket (skrudd fast)		Tønsbergs Bogtrykkeri, ca. 1890. Varitéplakat trykt på dekorert rispapir, trolig fra Japan. Montert i glass og ramme.	Lysten og hemmeligheten, 1800-1899	"Lysten og hemmeligheten", G.G., Pax forlag, 2004.
GA_LH_000045	Prøvebok fra gravørverksted	Bøker	Arabiske & orientalske	Bøker	Prøvebøker	2	Usikker			Sikker		Japan	Asia	Ukjent	30	21.5			Avgnidning av metallplater på papir, innbundet.		Magasinet	Reol A1	Hylle 2	Høyre, i kasse			Japan, ukjent år. Enkeltprodusert varekatalog for metallverksted med avgnidinger av graverte metallplater.	Lysten og hemmeligheten, metall	"Lysten og hemmeligheten", G.G., Pax forlag, 2004.
GA_LH_000046	Selvportrett 1836	Bøker	Arabiske & orientalske	Bøker	Bildebøker		Sikker	1850		Sikker		Japan	Asia	Hokusai, Katsushika	15.5	22.3			Tresnitt på rispapir, hefet.								Japan 1850. Bildebok av Katsushika Hokusai. Reproduksjon i tresnitt av Egawa Tomekicki.	Lysten og hemmeligheten, manga, originalgrafikk, 1800-1899	"Lysten og hemmeligheten", G.G., Pax forlag, 2004.